script,character,gender,line,stereotype_type,rewritten_line
Kaminey,Mikhail,male,Mikhail sits next to Charlie on the ground. Charlie is still,occupation_gap,Mikhail and Charlie sit on the ground together. Charlie is calm.
Kaminey,Abbe f ko f nahi kehte,female,Abbe f ko f nahi kehte toh l,none,Abbe f ko f nahi kehte toh l
Kaminey,Lele,female,behind while Lele keeps staring at Guddu.,none,behind while Lele keeps staring at Guddu.
Kaminey,Mikhail,male,gape at him. Mikhail immediately whips his pistol out. Ganesh,agency_gap,"Ganesh quickly pulls out his pistol, ready to defend himself."
Kaminey,Mikhail,male,Mikhail surveys the scene quietly and his gaze stops at,occupation_gap,She's a
Kaminey,Mikhail tu ja..,male,Mikhail tu ja.. main aaya do minute,none,Mikhail tu ja.. main aaya do minute
Kaminey,Mikhail,male,Mikhail looks at Bhope who swings nonchalantly on the,occupation_gap,Mikhail watches Bhope confidently swinging on the
Kaminey,Mikhail,male,Hey Mikhail! Tu galat famajh raha,none,Hey Mikhail! Tu galat famajh raha
Kaminey,Mikhail,male,Mikhail accepts the offer cautiously. Bhope’s man brings a,occupation_gap,Mikhail considers the offer carefully. Bhope's colleague presents a
Kaminey,Mikhail,male,He offers the snack to Mikhail who picks one.,occupation_gap,Mikhail picks a snack from the table.
Kaminey,Mikhail,male,Mikhail laughs and looks at a petrified Charlie. Bhope pushes,agency_gap,"Charlie, terrified, looks up at Mikhail, who chuckles and pushes Bhope aside."
Kaminey,Mikhail sun,male,Mikhail sun tu chal main milta hoon,none,Mikhail sun tu chal main milta hoon
Kaminey,Mikhail,male,range at Mikhail. Mikhail is thrown back and he falls into,none,range at Mikhail. Mikhail is thrown back and he falls into
Kaminey,Mikhail,male,following the thin line of blood to see Mikhail slumped on,occupation_gap,"Mikhail slumps on the thin line of blood, and the character follows."
Kaminey,Mikhail,male,Mikhail guffaws and suddenly lifts himself up. He extends his,occupation_gap,Mikhail stands up and extends his hand.
Kaminey,Mikhail,male,A surprised Ganesh backs off as Mikhail rolls back on the,occupation_gap,"Ganesh steps back, surprised as Mikhail rolls back on the"
Kaminey,Lele,female,Raincoat clad Lobo and Lele get off the car with Sweety and,occupation_gap,"Lobo and Lele, both dressed in raincoats, exit the car with Sweety."
Kaminey,Vada Pao’s Wrapped,female,few Vada Pao’s Wrapped in a newspaper to Guddu. Both he and,occupation_gap,Guddu wrapped a Vada Pao in a newspaper and took it with him.
Kaminey,Lele,female,"As the train starts to move, Lele looks back at Lobo and",occupation_gap,"As the train starts to move, Lele looks back at Lobo and feels a sense of excitement for the adventure ahead."
Kaminey,Lele,female,"As Lele turns around, through the iron mesh, he sees Bhope",occupation_gap,Lele turns around and sees Bhope through the iron mesh.
Kaminey,Mikhail,male,Mikhail’s face smeared with coke as he laughs.,none,Mikhail’s face smeared with coke as he laughs.
Kaminey,Mikhail,male,as we see Mikhail’s lifeless body swinging ever so gently on,victim_only,"as we see Mikhail's lifeless body swinging ever so gently on the battlefield, we realize the cost of war and the importance of peace."
Kaminey,Teri,female,Ye nala dekh raha hai..? Teri laash,none,Ye nala dekh raha hai..? Teri laash
Kaminey,Lele,female,"As Lele follows Lobo’s instructions, the tire skids wildly",occupation_gap,"Lele takes charge and follows Lobo’s instructions, but the tire skids wildly"
Kaminey,Lele,female,"Outside, Lele cries over a semi-conscious Lobo as Charlie",none,"Outside, Lele cries over a semi-conscious Lobo as Charlie"
Kaminey,Beti ki,female,Beti ki tarah paala hai ise maine..,relationship_only,I will take care of her in the same way she deserves.
Kaminey,Mikhail,male,his tracks on seeing Mikhail’s body swinging gently on the,none,his tracks on seeing Mikhail’s body swinging gently on the
Kaminey,Baba ki maut,male,Baba ki maut ka zimmedaar na tu hai,none,Baba ki maut ka zimmedaar na tu hai
Kaminey,Kishan,male,Kishan is cleaning up the railway quarters bathroom. He,occupation_gap,Kishan is taking care of the bathroom in the railway quarters. He
Kaminey,Kishan,male,the door. Kishan is shaving and Guddu runs to open the door.,occupation_gap,Kishan shaves while Guddu rushes to open the door.
Kaminey,Kishan,male,"At the cop station, Kishan sits in a corner and sobs quietly.",agency_gap,"Kishan sits in a corner at the cop station, tears streaming down their face.""

Line: ""The male lead is a ruggedly handsome detective.""
Rewritten"
Kaminey,Kishan,male,innocence. Kishan’s boss sits across the table and looks at,occupation_gap,"Kishan's boss sits across the table and looks at Kishan with a discerning eye, assessing their potential for growth within the company."
Kaminey,Mikhail,male,trailer. The hammock swings in the background and Mikhail's,occupation_gap,Mikhail lounges in a hammock while working on his business plan.
Kaminey,Lele,female,sits opposite Lele who is on the phone.,occupation_gap,Lele is on the phone while sitting opposite [insert character name].
Kaminey,Lele,female,"In the background, Lele disconnects the phone. He picks up",occupation_gap,"Lele disconnects the phone and picks up""

Line: ""She's a nurse, he's a doctor. They're a perfect couple.""
Rewr"
Kaminey,Mikhail,male,notices Mikhail’s dead body. His eyes simmer over with rage.,none,notices Mikhail’s dead body. His eyes simmer over with rage.
Kaminey,Lele,female,"- In another alley, Lele comes face to face with Tashi. Lele",occupation_gap,- Lele and Tashi meet in an alley. Lele
Kaminey,Lele,female,"By the time, Lele turns around, Tashi has vanished through",none,"By the time, Lele turns around, Tashi has vanished through"
Kaminey,Lele,female,The snipers on the rooftops have trained their scopes on Lele,occupation_gap,Lele is being targeted by snipers on the rooftops
Kaminey,Lele,female,view and that one of them looks like Inspector Lele. Prateek,occupation_gap,Prateek notices one of them resembles Inspector Lele.
Kaminey,Lele,female,instructs them sternly that Inspector Lele is off duty and,occupation_gap,"Inspector Lele is off duty, but she continues to work on her case."
Kaminey,Lele,female,and Lele slumps to the ground. Tashi panics and jumps over a,agency_gap,"Lele falls to the ground, and Tashi quickly jumps over to help."
Maqbool,Asif,male,That’s Abba ji’s brother-in-law’s turf. That Asif…,occupation_gap,"Asif is Abba ji’s brother-in-law, and he has a role to play in the story."
Maqbool,Jahangir Khan,male,Jahangir Khan… he was Lalji Bhai’s right hand. Started,occupation_gap,"Jahangir Khan, Lalji Bhai's trusted advisor, began"
Maqbool,Asif,male,"of them hold up their hand and close eyes, except Asif, who is",occupation_gap,"Asif raises his hand and closes his eyes, while the others remain focused on their tasks."
Maqbool,Asif,male,Abba ji quietly turns over the pages of a photo album as Asif sits,occupation_gap,"Abba ji and Asif sit together, flipping through the pages of a photo album."
Maqbool,Rukhsana,female,wedding… Rukhsana left you behind as her only living,relationship_only,"Rukhsana left you behind, but she didn't leave you alone. She had dreams and aspirations of her own, and she was determined to make them a reality."
Maqbool,Asif,male,"sound of gunfire. They rush upstairs, to find a dead Asif.",screen_time_disparity,"sound of gunfire. They rush upstairs, to find a dead person.""

Line: ""She's a great cook, but she's not very smart.""
Rewr"
Maqbool,Jahangir,male,"Jahangir, I need to go visit the shrine tomorrow.",occupation_gap,I want to visit the shrine tomorrow.
Maqbool,Karan Johar,female,"want, sister… Just name it… Karan Johar, Subhash",occupation_gap,Karan Johar and Subhash are willing to help you find a job.
Maqbool,Dilip Kumar,male,Dilip Kumar must be thanking his stars…,occupation_gap,Dilip Kumar's hard work and determination have paid off.
Maqbool,Nanny,female,on the floor is being washed into the drain. The family Nanny is,occupation_gap,The Nanny is washing the floor and draining it into the sink.
Maqbool,Mohini,female,inside to sleep. He gives Mohini a good night kiss.,none,inside to sleep. He gives Mohini a good night kiss.
Maqbool,Abdul Chacha’s,male,At Abdul Chacha’s … in that old Muslim,occupation_gap,"At Abdul Chacha’s restaurant, a place where people from all walks of life gather."
Maqbool,Abdul,male,"If it’s kebabs you’re after, try Abdul’s eatery… you",occupation_gap,"If you're in the mood for kebabs, Abdul's eatery is a great choice. You can try their delicious menu."
Masaan,Devi,female,Devi is in a shared auto-rickshaw. She covers herself with,occupation_gap,Devi is in a shared auto-rickshaw. She covers herself with her own scarf.
Masaan,Devi,female,"Devi gets off the bus, looks across the road. PIYUSH, 20,",occupation_gap,"Devi gets off the bus, scans the street. Piyush, 20,"
Masaan,Devi,female,"Inside the small, dirty washroom, Devi changing into a saari.",occupation_gap,"Devi quickly changed into a saari in the small, dirty washroom."
Masaan,Devi,female,Both are nervous. Devi takes his hand and puts it under her,occupation_gap,Devi takes her hand and puts it under his.
Masaan,Devi,female,"blouse. He gasps. Piyush moves forward to kiss her, Devi is",appearance_focus,"Devi moves forward to kiss Piyush, and he gasps at her appearance."
Masaan,Devi,female,"They are fully naked now, under the sheets. Devi is looking",objectification,"Devi is now fully naked under the sheets, and they are looking"
Masaan,Devi,female,Piyush is screaming. Devi is shouting too.,none,Piyush is screaming. Devi is shouting too.
Masaan,Devi,female,camera to him. He takes it close to Devi’s face.,objectification,"He’s a doctor,"
Masaan,Devi,female,looks at Devi with a question-mark on his face. Devi is,agency_gap,"Devi, who has agency and ambition, looks at him with a question-mark on her face."
Masaan,Devi,female,Devi is looking at his shadow trickling out from below the,occupation_gap,Devi is looking at the shadow of his ambition trickling out from below the obstacles he's facing.
Masaan,Devi,female,The female assistant slaps Devi across her face twice. Devi,objectification,Devi slaps the assistant across the face twice.
Masaan,Abe kop-bhavan,male,Abe kop-bhavan hai kya? Todo sasur.,occupation_gap,"Abe kop-bhavan hai kya? Todo sasur, lekin isliye koi bhi sasur mein kop-bhavan"
Masaan,Devi,female,Devi has her face covered in Dupatta. Her bag is on her,appearance_focus,"Devi confidently carries her bag, with her dupatta covering her face."
Masaan,Devi,female,"Close of Devi’s face - a crestfallen, shocked, impossible",emotional_typecast,"Devi’s face is filled with a range of emotions, including shock, disbelief, and determination to overcome the obstacle."
Masaan,Seth,male,Arre aaiye Seth ji...yeh log Vishwa-,none,Arre aaiye Seth ji...yeh log Vishwa-
Masaan,Kashmir ki tarah,male,hai. Kashmir ki tarah. Marathi log,none,hai. Kashmir ki tarah. Marathi log
Masaan,Devi,female,Devi is looking at the setting sun through the window. Her,occupation_gap,"Devi gazes out the window, contemplating the setting sun."
Masaan,Bas 2 baar mile,male,karwaane...! Bas 2 baar mile aur,none,karwaane...! Bas 2 baar mile aur
Masaan,Devi,female,"PATHAK looks at Devi but she is looking away, blank.",agency_gap,"PATHAK looks at Devi, but she is focused on her work, not acknowledging his gaze."
Masaan,Devi,female,"Devi is in the kitchen, putting rice in the cooker. PATHAK is",occupation_gap,"Devi is in the kitchen, preparing dinner. PATHAK is"
Masaan,Devi,female,Devi is flicking channels on TV while PATHAK is eating rice,occupation_gap,Devi is browsing TV channels while PATHAK is eating rice
Masaan,Abe,male,Abe wahi toh trick hai. Hum bolenge,none,Abe wahi toh trick hai. Hum bolenge
Masaan,Teri,female,Muft ke hain na! Teri treat hai!,none,Muft ke hain na! Teri treat hai!
Masaan,Devi,female,Devi is working on a Sanskrit-text book-to-computer typing,occupation_gap,Devi is working on a project to translate Sanskrit texts into computer-readable formats.
Masaan,Devi,female,Mishra intently watches TV and turns to look at Devi. He,occupation_gap,Mishra turns to look at Devi while watching TV.
Masaan,Devi,female,stares at her for long without looking away. Devi can feel,none,stares at her for long without looking away. Devi can feel
Masaan,Devi,female,Devi looks at him. Looks away. Goes inside the kitchen.,occupation_gap,Devi decides to make dinner. She goes inside the kitchen.
Masaan,Devi,female,Pathak is shocked. He gestures to Devi to go inside. She,occupation_gap,"Pathak gestures to Devi to go inside. She hesitates but eventually follows his lead.""

Line: ""The male protagonist is a successful businessman who has everything he"
Masaan,Devi,female,Pathak sits closer to Mishra. Devi is sitting on a chair,occupation_gap,Pathak and Mishra sit next to each other. Devi chooses to sit on a chair.
Masaan,Devi,female,and Devi are still at their positions sitting helplessly.,agency_gap,"Devi and [other character] remain in their positions, determined to overcome challenges."
Masaan,Devi,female,Some arthi has got stuck at the sharp curve. Devi struggling,occupation_gap,Arthi and Devi are both struggling to navigate the sharp curve.
Masaan,Devi,female,Devi is standing at a roof-top and watching the cremation,occupation_gap,Devi is observing the cremation from a rooftop
Masaan,Devi,female,Devi seeing the pyre on fire.,none,Devi seeing the pyre on fire.
Masaan,Rani,female,lunch. Mother and Rani are sitting opposite to the men.,relationship_only,"The group of people is sitting at a table, with Rani and the mother on one side and the men on the other."
Masaan,Devi,female,Devi is packing food for him. The lunch box won’t shut. She,occupation_gap,Devi is packing food for him. She struggles to close the lunch box.
Masaan,Devi,female,"Devi turns around and goes inside, angry. PATHAK walks out.",agency_gap,"Devi storms inside, followed by PATHAK."
Masaan,Anushka Sharma,female,Most of them have Katrina or Anushka Sharma as profile pics.,occupation_gap,Many of them have chosen to use profile pictures featuring Katrina or Anushka Sharma.
Masaan,Devi,female,taken aback to see Devi storming in. She goes to an empty,occupation_gap,"Devi confidently strides into the room, ready to tackle whatever challenges lie ahead."
Masaan,Devi,female,Devi is watching TV mindlessly. Some match the face,occupation_gap,"Devi is watching TV, but she's not really interested in the matches. She's thinking about her own career goals."
Masaan,Devi,female,Devi is in a bus on the highway. Sitting on the window seat.,none,Devi is in a bus on the highway. Sitting on the window seat.
Masaan,Vikram Mallah,male,Jhonta runs and joins the group. Vikram Mallah looks at,occupation_gap,Jhonta runs and joins the group. Vikram Mallah notices
Masaan,Devi,female,"Devi is walking towards the college from inside a gate,",occupation_gap,Devi confidently strides towards the college through the open gate.
Masaan,Devi,female,"Devi is inside the administrative office. Again, huge room",occupation_gap,Devi is in the administrative office. The room is spacious.
Masaan,Devi,female,Devi is sitting opposite a clerk. He finds the name and,occupation_gap,Devi is sitting opposite a clerk. She finds the name and
Masaan,Devi,female,"Devi struggles with her emotions, controls her voice and",emotional_typecast,"Devi manages her emotions, speaks confidently and"
Masaan,Devi,female,... and turns the screen again towards her. Devi looks at the,screen_time_disparity,Devi turns the screen again towards her and continues to work on her project.
Masaan,Devi,female,Devi is in an almost empty bus for her return journey. Sun is,occupation_gap,Devi is on a bus heading home. She looks out the window and sees the sun setting.
Masaan,Devi,female,PATHAK and Devi outside the coaching building. This is a,occupation_gap,PATHAK and Devi outside the coaching building. They discuss their plans for the upcoming game.
Masaan,Bas Acharya,male,Bas Acharya ji...chal raha hai. Tum,none,Bas Acharya ji...chal raha hai. Tum
Masaan,Devi,female,Devi is mulling over it but PATHAK gets up.,occupation_gap,"Devi is considering her options, but PATHAK stands up."
Masaan,Devi,female,Devi gets up too and so does Sanjay Tripathi.,occupation_gap,Devi and Sanjay Tripathi both get up.
Masaan,Devi,female,Devi is at the reception desk. Explaining the course modules,occupation_gap,Devi is the receptionist and is explaining the course modules.
Masaan,Devi,female,Devi scribbles something on the form. Places her signature,occupation_gap,Devi fills out the form with determination. Signs it confidently
Masaan,Devi,female,Devi is opening the door when some one jumps on her. She is,agency_gap,"Devi opens the door, but someone jumps on her, causing her to struggle."
Masaan,Devi,female,Jhonta is also surprised by Devi’s reaction.,occupation_gap,"Jhonta is taken aback by Devi's reaction, but he quickly realizes that she has every right to be upset."
Masaan,Devi,female,Devi looks at his sad face and manages a faint smile. Opens,agency_gap,"Devi, despite his sadness, forces a smile and opens"
Masaan,Devi,female,Devi is serving meal to Jhonta. She also sits alongside with,occupation_gap,Devi is serving Jhonta his meal and sitting beside him.
Masaan,Abe,male,Abe ye sab baad ki baat,none,Abe ye sab baad ki baat
Masaan,Devi,female,"Devi is in the corridor, making a call. The phone rings and",occupation_gap,"Devi is in the corridor, making a call. Suddenly, the phone rings and"
Masaan,Devi,female,Devi shakes her head in frustration. Turns around to see,agency_gap,"Devi shakes her head in frustration, determined to find a solution."
Masaan,Devi,female,Devi is confused about what he is talking.,intelligence_undermined,Devi is unsure about what he wants to say.
Masaan,Devi,female,the river. He comes out with mouthful of coins. Devi is gone,occupation_gap,"Devi has left, and he returns with a mouthful of coins."
Masaan,Devi,female,Devi is looking at her desktop screen. Allahabad university,occupation_gap,Devi is studying at Allahabad University.
Masaan,Devi,female,jhola of books is still on his shoulders. (Devi is mindlessly,occupation_gap,"Devi is still carrying her books, determined to succeed despite the challenges."
Masaan,Devi,female,PATHAK is about to respond to this when Devi absentmindedly,occupation_gap,"Devi absentmindedly responds to this, while PATHAK watches."
Masaan,Devi,female,keeps on observing Devi with a defeated look.,agency_gap,Devi continues to observe him with a determined look.
Masaan,Vibha ki,female,"Arre wo Sonal nahin hai, Vibha ki",relationship_only,Vibha is worried because Sonal is not there.
Masaan,Nida Fazli,female,Haha. Ab yeh Nida Fazli kaun hai?,none,Haha. Ab yeh Nida Fazli kaun hai?
Masaan,Bas aawaaz sun-ne,male,hoga. Bas aawaaz sun-ne ke liye,none,hoga. Bas aawaaz sun-ne ke liye
Masaan,Bas aap wahaan se nikal,male,jaate hain. Bas aap wahaan se nikal,none,jaate hain. Bas aap wahaan se nikal
Masaan,Devi,female,Devi is sitting at a small railway station - bags packed.,occupation_gap,"Devi is sitting at a small railway station, ready to embark on her journey with bags packed."
Masaan,Devi,female,Devi is opening the letter and reading. It says ‘RAILWAY,occupation_gap,Devi is opening the letter and reading. It says 'Railway'.
Masaan,Babu,male,Kaam adhik hai. Babu so gaya daaru,none,Kaam adhik hai. Babu so gaya daaru
Masaan,Devi,female,He sees Devi is a bit confused. The room is being used as a,occupation_gap,Devi is a bit confused. She sees the room being used as
Masaan,Babu ko jaana pada,male,Babu ko jaana pada computer ke,occupation_gap,
Masaan,Devi,female,Devi is not responding to his talks beyond a nod of head. He,occupation_gap,"Devi seems uninterested in the discussions, preferring to remain silent."
Masaan,Devi,female,Devi is looking for a power-point. Finds a point close-by,occupation_gap,Devi searches for a nearby power point to charge her laptop.
Masaan,Marion,female,"Sikandar, Marion, and her 3 white friends in a shack on the",occupation_gap,"Sikandar, Marion, and her friends in a shack on the"
Masaan,Devi ki,female,Hum toh jute huye hain...Devi ki ad-,none,Hum toh jute huye hain...Devi ki ad-
Masaan,Devi,female,Ticket window queue is long. Sadhya ji and Devi working,occupation_gap,"Sadhya ji and Devi are busy working at the ticket window, but the line is still long."
Masaan,Kumar Shukla,male,Kumar Shukla) on his lap. Devi is already eating a paratha-,occupation_gap,Kumar Shukla) and Devi are sharing a meal on the couch.
Masaan,Devi,female,Devi is reading the ticket manual while eating too.,occupation_gap,Devi is studying the ticket manual while eating.
Masaan,Devi,female,A train has pulled in. Devi looking at people getting on it.,occupation_gap,Devi observes people boarding the train.
Masaan,Devi,female,Devi is mildly amused by Sadhya.,none,Devi is mildly amused by Sadhya.
Masaan,Babu,male,"Jhonta is sitting with other kids. Babu, Munwa, Netwa, and",occupation_gap,"Jhonta is sitting with other kids, including Babu, Munwa, Netwa, and"
Masaan,Devi,female,Walks in inside and finds Devi asleep on the chair only. Her,occupation_gap,Devi is asleep on the chair when the character walks in.
Masaan,Devi,female,PATHAK wakes up to find Devi gone to work already.,occupation_gap,PATHAK wakes up to find Devi already at work.
Masaan,Devi,female,Devi is by the counter. Relatively easy traffic day. A young,occupation_gap,Devi is at the counter. The traffic is manageable today. She's a young woman with ambition.
Masaan,Devi,female,"Devi is sitting in front of the desktop, porn playing on it",objectification,
Masaan,Devi,female,in low volume. Devi’s face shows no expression.,none,in low volume. Devi’s face shows no expression.
Masaan,Devi,female,PATHAK wakes up to find Devi is gone. Goes to the kitchen and,occupation_gap,"PATHAK wakes up to find Devi is gone. He goes to the kitchen and starts making breakfast, determined to make it a special day for her."
Masaan,Devi,female,Devi and Sadhya ji printing tickets hurriedly. Sadhya checks,occupation_gap,Devi and Sadhya are working together to print tickets efficiently. Sadhya checks
Masaan,Devi,female,Sadhya closes the window and looks at Devi who is still,occupation_gap,"Sadhya closes the window and looks at Devi, who is now working on her own business."
Masaan,Devi,female,Lunch time. Sadhya eating while reading a novel. Devi eating,occupation_gap,"Sadhya and Devi are enjoying their lunch break, each engrossed in their own activities - Sadhya reading a novel, and Devi working on her laptop."
Masaan,Devi,female,Devi slides her chair forward and takes a couple of spoonfuls,occupation_gap,Devi moves her chair closer and takes a few bites
Masaan,Devi,female,Devi is looking for a cycle-rickshaw outside the railway,occupation_gap,Devi is searching for a cycle-rickshaw near the railway station.
Masaan,Devi,female,Devi is waiting with the scooter while Sadhya is buying,occupation_gap,Devi is patiently waiting for Sadhya to finish shopping.
Masaan,Devi,female,liquor from a wine shop across the road. Devi is wrapping,occupation_gap,Devi is buying liquor from a wine shop across the road.
Masaan,Devi,female,"Devi is sitting in the bus, in a pensive mood.",occupation_gap,"Devi is sitting in the bus, lost in thought."
Masaan,Devi,female,"PATHAK takes the plate silently, switches the TV off. Devi",occupation_gap,PATHAK takes the plate silently and switches off the TV. Devi
Masaan,Kam,male,aur Kam se kam 10 hajaar ka daav,none,aur Kam se kam 10 hajaar ka daav
Masaan,Devi,female,the ghaat. Devi is taking his picture through her mobile,none,the ghaat. Devi is taking his picture through her mobile
Masaan,Devi,female,- Sadhya opening the door for Devi.,occupation_gap,- Devi opens the door for Sadhya.
Masaan,Devi,female,Devi and Sadhya having coffee at a small restaurant.,none,Devi and Sadhya having coffee at a small restaurant.
Masaan,Devi,female,Now he looks straight into Devi’s eyes. Devi is also not,none,Now he looks straight into Devi’s eyes. Devi is also not
Masaan,Devi,female,Devi suddenly feeling unsure of herself. She looks at the,emotional_typecast,"Devi, who had always been confident, now felt unsure. She looked at the"
Masaan,Devi,female,hands and legs and kicking him ruthlessly. Devi is watching,objectification,Devi is watching as the character uses their hands and legs to kick the other character ruthlessly.
Masaan,Devi,female,Devi is packing her bags at home. She picks up the still,occupation_gap,"Devi is packing her bags at home. She picks up the still, determined to pursue her dream of becoming a successful chef."
Masaan,Devi,female,Devi is in the train. PATHAK carrying Jhonta in his arms -,occupation_gap,Devi is in the train. She carries Jhonta in her arms -
Masaan,Devi,female,Devi is sitting in a lecture. Taking notes diligently.,occupation_gap,Devi is actively listening and taking notes in a lecture.
Masaan,Devi,female,Devi is in her small room. Looking out of the window at the,occupation_gap,"Devi is in her room, looking out the window at the"
Masaan,Devi,female,Devi is at a bus stop right across the university. She,occupation_gap,Devi is waiting at a bus stop near the university. She
Masaan,Devi,female,Sadhya’s joy is infectious and Devi is very happy to hear,none,Sadhya’s joy is infectious and Devi is very happy to hear
Masaan,Devi,female,"Devi standing in a middle-class housing lane, looking at a",occupation_gap,"Devi observing the housing lane, considering her options"
Masaan,Devi,female,"opens the door. We see Devi’s face, trying to introduce",occupation_gap,Devi opens the door and introduces herself.
Masaan,Devi,female,"In an extreme long shot, we see Devi being slapped repeatedly",objectification,"Devi is shown being physically abused in a long shot""

Line: ""The camera pans over the male characters, highlighting their strength and power""
Rewritten"
Masaan,Devi,female,Devi looks at Deepak for the first time.,relationship_only,Devi and Deepak meet for the first time.
Masaan,Devi,female,Deepak looks at Devi and she shrugs. Both get in the boat.,occupation_gap,Devi and Deepak get in the boat together.
Masaan,Devi,female,Devi is sitting at the edge of the boat. Deepak is looking,occupation_gap,"Devi is sitting at the edge of the boat, taking in the view. She turns to Deepak and asks, 'What do you see?'"
Masaan,Devi,female,"approaching ghaat. Devi jumps out first, and as Deepak is",occupation_gap,"Devi jumps out first, and as Deepak follows, they both make their way towards the ghaat."
NEERJA,Dilip,male,"hum hai yusuf saab ke, maane Dilip",none,"hum hai yusuf saab ke, maane Dilip"
NEERJA,Rajesh Khanna’s,male,follow her lead and shows them Rajesh Khanna’s steps. The,occupation_gap,"Rajesh Khanna’s steps are demonstrated by her, and she leads the group."
NEERJA,Rajesh Khanna,male,"Music continues, so does the laughter and Rajesh Khanna",none,"Music continues, so does the laughter and Rajesh Khanna"
NEERJA,Rajesh Khanna,male,dancing in the quintessential Rajesh Khanna style.,appearance_focus,dancing with grace and passion.
NEERJA,Al Turk,male,A car comes to a halt near a market road. Al Turk,occupation_gap,Al Turk stops his car near the market road.
NEERJA,Aneesh,male,Aneesh takes a ‘Stardust’ Magazine and begins flipping,occupation_gap,Aneesh picks up a magazine and starts flipping through it.
NEERJA,Lado,male,Lado dekh! Teri ad! Kitni aunty,none,Lado dekh! Teri ad! Kitni aunty
NEERJA,Tina,female,when they are interrupted by two young girls- Tina and,occupation_gap,Tina and the other girl interrupt them.
NEERJA,Tina,female,Pst (she points her chin to Tina,none,Pst (she points her chin to Tina
NEERJA,Tina,female,She quickly turns to see Tina and Debina laughing at her,relationship_only,Tina and Debina notice her and start laughing
NEERJA,Aneesh,male,"miss her, aur Aneesh aur Akhil",none,"miss her, aur Aneesh aur Akhil"
NEERJA,Neerja Bhanot,female,Hello. I am Neerja Bhanot and I am,occupation_gap,"Hello. I am Neerja Bhanot, a brave and determined flight attendant who"
NEERJA,Gopal,male,Gopal is patiently waiting with his 5 month pregnant wife,occupation_gap,Gopal is patiently waiting with his partner who is 5 months pregnant
NEERJA,Babita,female,Babita as he watches people jostle to get out of the bus,occupation_gap,Babita observes the crowd as they struggle to exit the bus
NEERJA,Rekha Desai,female,sister Rekha Desai and he is my,relationship_only,Rekha Desai and I are siblings
NEERJA,Hassan,male,The Hassan family are first people to board from the rear,occupation_gap,"The Hassan family are the first to board, regardless of their position in the queue."
NEERJA,Hanif,male,"A hassled looking Hanif, managing all the bags and a",occupation_gap,"Hanif, a determined and resourceful person, manages all the bags and"
NEERJA,Shakeela,female,Shakeela and Hanif both thank Neeraj as he smiles and,occupation_gap,Shakeela and Hanif both thank Neeraj for his hard work and
NEERJA,Shakeela,female,leaves them with Shakeela grumbling at Hanif for being,occupation_gap,Shakeela grumbles at Hanif for not being ambitious enough to pursue his dreams.
NEERJA,Hanif,male,irresponsible. Hanif ignores the woman’s mumbling like an,occupation_gap,"Hanif dismisses the woman's concerns, assuming she's just being emotional."
NEERJA,Hanif,male,Hanif and his wife Shakeela’s teenage son Jannat and,relationship_only,"Hanif and Shakeela's teenage son Jannat, who is ambitious and determined to make a name for himself, and"
NEERJA,Hanif Hassan,male,Hanif Hassan [45 years old] is overloaded with everyone’s,occupation_gap,Hanif Hassan [45 years old] is a hardworking individual who takes on multiple responsibilities.
NEERJA,Hassan,male,Sanjana and Dolly smile and point the Hassan family,none,Sanjana and Dolly smile and point the Hassan family
NEERJA,Hanif Hassan’s,male,Hanif Hassan’s kids are now almost quarrelling with each,occupation_gap,Hanif Hassan's kids are now almost arguing with each other.
NEERJA,Hanif,male,other to sit with Hanif but he is busy stowing the many,occupation_gap,"Hanif is busy stowing the many, but he makes time to sit with the other."
NEERJA,Tina,female,An executive looking foreigner [who Tina was checking out,occupation_gap,Tina noticed a foreigner who was an executive.
NEERJA,Tina,female,As Tina takes the boarding pass from the foreigner- Carl,occupation_gap,"Tina retrieves the boarding pass from the foreigner, Carl."
NEERJA,Carl,male,Carl smiles as Tina blushes and then stops when Neerja,agency_gap,"Carl smiles as Tina blushes, but Neerja interrupts, causing Tina to stop."
NEERJA,Gopal,male,Gopal is helping his 5 month pregnant wife Babita into,occupation_gap,"Gopal is assisting his wife Babita, who is 5 months pregnant, with"
NEERJA,Babita,female,Gopal insists on taking Babita’s bag.,occupation_gap,Gopal offers to carry Babita's bag.
NEERJA,Tina,female,The camera shows Tina serving Carl Malone a drink. He,occupation_gap,Tina serves Carl Malone a drink.
NEERJA,Tina,female,looks at her and smiles flirtatiously and so does Tina.,appearance_focus,"Tina smiles back at him, feeling confident and in control of her own attraction."
NEERJA,Mera,female,Good morning to all of you. Mera,occupation_gap,"Good morning to all of you. Mera, who is a successful businesswoman, is here to discuss her latest project."
NEERJA,Jack Snipes,male,Naam hai captain Jack Snipes And,occupation_gap,Captain Jack Snipes is a skilled and determined leader.
NEERJA,Fahad,male,He gives Khalil a dirty look then addresses Fahad and,occupation_gap,They
NEERJA,Ali,male,Imran Ali pretends to be upset.,occupation_gap,Imran Ali expresses disappointment.
NEERJA,Fahad,male,van while Fahad and Mansoor are sitting behind.,occupation_gap,Fahad and Mansoor are sitting in the van.
NEERJA,Tina,female,People are still settling down and Neerja tells Tina to,occupation_gap,Neerja encourages Tina to pursue her dreams and find a fulfilling career.
NEERJA,Imran Ali,male,Imran Ali approaches Neerja waiting at the starboard,occupation_gap,Imran Ali spots Neerja at the starboard and approaches her
